R;Spieler;Team;Pos;GP;G;A;A1;A2;GWG;EQG;EQA;PPG;PPA;SHG;SHA
275;Joggi Mathias;EHC Biel;Stürmer;10;0;2;1;1;0;0;0;0;2;0;0
276;Hoffmann Luka;Kloten Flyers;Stürmer;34;0;2;1;1;0;0;2;0;0;0;0
277;Geiger Marc;SC Rapperswil-Jona Lakers;Verteidiger;40;0;2;1;1;0;0;2;0;0;0;0
278;Fey Kevin;EHC Biel;Verteidiger;38;0;2;1;1;0;0;2;0;0;0;0
279;Hänni Andreas;EHC Biel;Verteidiger;30;0;2;0;2;0;0;2;0;0;0;0
280;Geyer Cyrill;SC Rapperswil-Jona Lakers;Verteidiger;32;0;2;0;2;0;0;2;0;0;0;0
281;Taticek Petr;HC Davos;Stürmer;4;0;1;1;0;0;0;1;0;0;0;0
282;Tabacek Jan;ZSC Lions;Verteidiger;3;0;1;1;0;0;0;1;0;0;0;0
283;Schmuckli Florian;EV Zug;Verteidiger;32;0;1;1;0;0;0;1;0;0;0;0
284;Mosimann Jan;EHC Biel;Stürmer;4;0;1;1;0;0;0;1;0;0;0;0
285;Morant Johan;Lausanne HC;Verteidiger;24;0;1;1;0;0;0;1;0;0;0;0
286;Leonelli Nicolas;Genève-Servette HC;Stürmer;20;0;1;1;0;0;0;1;0;0;0;0
287;Krutov Alexei;Genève-Servette HC;Stürmer;4;0;1;1;0;0;0;1;0;0;0;0
288;Incir Patrick;HC Ambri-Piotta;Stürmer;8;0;1;1;0;0;0;1;0;0;0;0
289;Gloor Kevin;EHC Biel;Verteidiger;29;0;1;1;0;0;0;1;0;0;0;0
290;Ellison Matt;EHC Biel;Stürmer;7;0;1;1;0;0;0;0;0;1;0;0
291;Bühler Cyrill;Kloten Flyers;Stürmer;34;0;1;1;0;0;0;1;0;0;0;0
292;Stafford Garrett;Genève-Servette HC;Verteidiger;8;0;1;0;1;0;0;1;0;0;0;0
293;Profico Leandro;SC Rapperswil-Jona Lakers;Verteidiger;16;0;1;0;1;0;0;1;0;0;0;0
294;O'Connor Ryan;HC Davos;Verteidiger;17;0;1;0;1;0;0;1;0;0;0;0
295;Moser Christian;EHC Biel;Verteidiger;38;0;1;0;1;0;0;1;0;0;0;0
296;Kobach Reto;HC Ambri-Piotta;Verteidiger;37;0;1;0;1;0;0;1;0;0;0;0
297;Högger Fabio;Kloten Flyers;Stürmer;4;0;1;0;1;0;0;1;0;0;0;0
298;Hächler Cedric;ZSC Lions;Verteidiger;18;0;1;0;1;0;0;0;0;1;0;0
299;Grillfors Daniel;SC Bern;Verteidiger;3;0;1;0;1;0;0;0;0;1;0;0
300;Damon Derek;SC Rapperswil-Jona Lakers;Stürmer;1;0;1;0;1;0;0;1;0;0;0;0
301;Aeschlimann Marc;HC Davos;Stürmer;7;0;1;0;1;0;0;1;0;0;0;0
302;Zangger Marc;ZSC Lions;Verteidiger;4;0;0;0;0;0;0;0;0;0;0;0
303;Wildhaber David;Fribourg-Gottéron;Verteidiger;1;0;0;0;0;0;0;0;0;0;0;0
304;Widmer Steven;ZSC Lions;Stürmer;1;0;0;0;0;0;0;0;0;0;0;0
305;Vogel Jan;SC Rapperswil-Jona Lakers;Stürmer;1;0;0;0;0;0;0;0;0;0;0;0
306;Sutter Sebastian;EHC Biel;Stürmer;8;0;0;0;0;0;0;0;0;0;0;0
307;Sturny Jérémy;Fribourg-Gottéron;Stürmer;1;0;0;0;0;0;0;0;0;0;0;0
308;Studer Thomas;Kloten Flyers;Stürmer;5;0;0;0;0;0;0;0;0;0;0;0
309;Stämpfli David;EHC Biel;Verteidiger;1;0;0;0;0;0;0;0;0;0;0;0
310;Siegenthaler Jonas;ZSC Lions;Verteidiger;6;0;0;0;0;0;0;0;0;0;0;0
311;Schweri Kay;Kloten Flyers;Stürmer;1;0;0;0;0;0;0;0;0;0;0;0
312;Schommer Patrick;HC Davos;Stürmer;1;0;0;0;0;0;0;0;0;0;0;0
313;Schneuwly Cédric;EV Zug;Stürmer;20;0;0;0;0;0;0;0;0;0;0;0
314;Schmutz Reto;SC Rapperswil-Jona Lakers;Stürmer;3;0;0;0;0;0;0;0;0;0;0;0
315;Schmutz Julian;SC Bern;Stürmer;3;0;0;0;0;0;0;0;0;0;0;0
316;Schefer Philipp;EV Zug;Verteidiger;1;0;0;0;0;0;0;0;0;0;0;0
317;Savary Jean;Genève-Servette HC;Stürmer;34;0;0;0;0;0;0;0;0;0;0;0
318;Sataric Rajan;SC Rapperswil-Jona Lakers;Verteidiger;1;0;0;0;0;0;0;0;0;0;0;0
319;Sartori Riccardo;HC Lugano;Verteidiger;4;0;0;0;0;0;0;0;0;0;0;0
320;Romanenghi Matteo;HC Lugano;Stürmer;12;0;0;0;0;0;0;0;0;0;0;0
321;Reist Alain;Lausanne HC;Verteidiger;34;0;0;0;0;0;0;0;0;0;0;0
322;Randegger Gian-Andrea;Kloten Flyers;Verteidiger;48;0;0;0;0;0;0;0;0;0;0;0
323;Raffainer Raeto;ZSC Lions;Stürmer;3;0;0;0;0;0;0;0;0;0;0;0
324;Pozzi Dominique;SC Rapperswil-Jona Lakers;Stürmer;2;0;0;0;0;0;0;0;0;0;0;0
325;Poudrier Loik;HC Ambri-Piotta;Stürmer;1;0;0;0;0;0;0;0;0;0;0;0
326;Pfranger Ramon;HC Davos;Stürmer;3;0;0;0;0;0;0;0;0;0;0;0
327;Niedermaier Florian;HC Davos;Stürmer;1;0;0;0;0;0;0;0;0;0;0;0
328;Neuenschwander Jan;ZSC Lions;Stürmer;10;0;0;0;0;0;0;0;0;0;0;0
329;Müller Yves;Kloten Flyers;Verteidiger;4;0;0;0;0;0;0;0;0;0;0;0
330;Müller Marco;SC Bern;Stürmer;8;0;0;0;0;0;0;0;0;0;0;0
331;Montandon Maxime;Fribourg-Gottéron;Verteidiger;5;0;0;0;0;0;0;0;0;0;0;0
332;Merola Melvin;Fribourg-Gottéron;Stürmer;1;0;0;0;0;0;0;0;0;0;0;0
333;Meier Patrick;SC Rapperswil-Jona Lakers;Stürmer;1;0;0;0;0;0;0;0;0;0;0;0
334;McCarthy Steve;ZSC Lions;Verteidiger;3;0;0;0;0;0;0;0;0;0;0;0
335;Marchon Marc;EV Zug;Stürmer;3;0;0;0;0;0;0;0;0;0;0;0
336;Lötscher Kevin;EHC Biel;Verteidiger;3;0;0;0;0;0;0;0;0;0;0;0
337;Küng Mike;EV Zug;Verteidiger;3;0;0;0;0;0;0;0;0;0;0;0
338;Kindschi Simon;HC Davos;Verteidiger;1;0;0;0;0;0;0;0;0;0;0;0
339;Kessler Tino;HC Davos;Stürmer;3;0;0;0;0;0;0;0;0;0;0;0
340;Jurcina Milan;Fribourg-Gottéron;Verteidiger;2;0;0;0;0;0;0;0;0;0;0;0
341;Hüsler Cedric;SC Rapperswil-Jona Lakers;Stürmer;14;0;0;0;0;0;0;0;0;0;0;0
342;Hügli Michael;EV Zug;Stürmer;9;0;0;0;0;0;0;0;0;0;0;0
343;Hischier Luca;SC Bern;Stürmer;4;0;0;0;0;0;0;0;0;0;0;0
344;Hennessy Josh;Kloten Flyers;Stürmer;1;0;0;0;0;0;0;0;0;0;0;0
345;Gailland Jérémy;Lausanne HC;Stürmer;4;0;0;0;0;0;0;0;0;0;0;0
346;Füglister Jeffrey;EHC Biel;Stürmer;13;0;0;0;0;0;0;0;0;0;0;0
347;Fleury Damien;Lausanne HC;Stürmer;8;0;0;0;0;0;0;0;0;0;0;0
348;Eigenmann Daniel;Lausanne HC;Verteidiger;10;0;0;0;0;0;0;0;0;0;0;0
349;Dupertuis Joey;Genève-Servette HC;Verteidiger;8;0;0;0;0;0;0;0;0;0;0;0
350;Dünner Nico;EV Zug;Stürmer;5;0;0;0;0;0;0;0;0;0;0;0
351;Dufner Mauro;SC Bern;Verteidiger;1;0;0;0;0;0;0;0;0;0;0;0
352;Douay Floran;Genève-Servette HC;Stürmer;2;0;0;0;0;0;0;0;0;0;0;0
353;Conne Flavien;HC Lugano;Stürmer;3;0;0;0;0;0;0;0;0;0;0;0
354;Camperchioli Luca;HC Davos;Verteidiger;1;0;0;0;0;0;0;0;0;0;0;0
355;Büsser Xeno;ZSC Lions;Verteidiger;3;0;0;0;0;0;0;0;0;0;0;0
356;Büsser Thomas;SC Rapperswil-Jona Lakers;Verteidiger;2;0;0;0;0;0;0;0;0;0;0;0
357;Bonnet Julien;HC Ambri-Piotta;Verteidiger;13;0;0;0;0;0;0;0;0;0;0;0
358;Augsburger Gaëtan;Lausanne HC;Stürmer;13;0;0;0;0;0;0;0;0;0;0;0
